Name,Rating,Review,ZeroShotSentiment
No Name,3.5,it is that time of year again.,negative
No Name,3.0,great movie to watch with friends,positive
No Name,4.5,a joy to watch even all these years later. the respect for the source material shines through and results in an evergreen movie that will be enjoyed for generations to come.,positive
Tj,4.5,such a classic film.,positive
No Name,3.5,"a good and faithful adaptation. i like that given the age of the characters it's very much a children's movie and chris columbus does a good job with the lead actors. where the movie shines is in the execution of the wizarding world. the magic world is very quirky and combined with john williams score it has a unique atmosphere that is always a joy to return to. still, while the movie is decently well written i must admit that i find it a tad boring, thankfully the harry potter movies only get better from here.",positive
No Name,3.5,the cgi is 7.2 out of 10  the actoer for harry is  awesome,positive
No Name,5.0,the first of the movie series. excellent adaptation of the books. great movie that will keep you entertained!,positive
No Name,4.5,"harry potter and the sorcerer's stone is not a perfect film, but it is a magical film. the franchise has been a large part of my life for most of my life. with the first book coming out when i was three years old and the first movie when i was seven, there is a special place in my heart for the wizarding world of harry potter.  i know that it is not the most remarkable piece of art when looking at it from a filmmaking perspective. however, let us remember that this movie was made for children. when it comes to world-building and enveloping the audience, i would argue that this movie goes toe to toe with lord of the rings and some of the other greats.  what chris columbus and company did is nothing short of game-changing. they took excellent source material, stayed true to the book and built upon it. the visuals, specifically involving hogwarts, are gorgeous. the score by john williams is one of the most recognizable of all time. the characters are instantly likeable (or despicable). there is honestly so much to praise and love about this movie.  while not every scene is necessary to the plot, those ""pointless"" scenes further add to the feeling of magic. from sitting in flitwick's classroom to ruminating on a windowsill with an owl, i could watch footage of hogwarts on repeat. this is a movie that i could turn on at any time and jump right into the story. simply put, i instantly have a warm feeling which stays with me the whole way through.  while the acting and dialogue have some rough moments, particularly with the younger actors, the casting is excellent. from alan rickman and robbie coltrane to richard harris and maggie smith, there is not a single dud when it comes to the adult cast. the students are also perfectly cast, with the main trio's chemistry on full display.  at the end of the day i'll say it again, i know that this is not a perfect film, but it is a magical film. the movie is highly rewatchable, endlessly quotable and enchantingly enjoyable. when defining ""comfort film"", this movie is at the top of the list. simply put, harry potter and the sorcerer's stone set the stage for one of the most popular movie franchises of all time and one of the most impactful parts of my childhood.  best character: rubeus hagrid best moment: arriving to hogwarts on the boats. best quote: ""it takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends."" - albus dumbledore  additional note: having the house cup ripped from slytherin is why i have issues with premature celebration. that being said, the whole sequence is still chill-inducing.",positive
No Name,3.5,a fun introduction to the wizarding world. its a fun adventure and seeing all of it for the first time is great. you get to explore so many cool concepts. its has a deep story with alot to it and its mysterious.,positive
No Name,3.5,"harry potter and the sorcerer's stone is a family friendly, faitthful adaptation of j.k. rowling's classic novel, and its characters are iconic and its story is well-known, even though the effects and action are the worst of the franchise.",positive
No Name,3.5,"a good start to a really good series of film. it does feel much more for children than the later movies which isn't as good but still not bad at all. all of the kids acting were just kinda meh in this film. i do really like hagrid, dumbledore, snape, and a lot of the characters introduced. of course another astonishing score by john williams.",positive
No Name,4.0,"""| ratings categories | {characters (9/10) ; cinematography (8/10) ; plot (8/10) ; acting (7/10) ; pacing (8.5/10) = 81%}""",positive
Christina,4.0,it was wonderful to take my daughter to see it in theater like i did many years ago. very nice experience for her. at theater itself i seem the twitters for the sound system were to high. so at some parts it got really loud.,positive
No Name,2.0,overrated movie with lots of plot holes.,negative
No Name,5.0,this film just elicits a cozy nostalgia for me,positive
No Name,5.0,"well it's actually called ""the philosopher's stone"" but i'll overlook it.  who could forget the epic fun with the sorting hat! so much diversity of characters. rich posh clever girl. rundown left for dead halfblood wizard and clumsy but loveable best friend!",positive
No Name,2.5,"harry potter isn't one of my favorite characters. i tried to get into the series when this film was first released and didn't like it. when my children read the books and watched the films years later, i tried to get into the character/story again on multiple occasions. the simple fact is this movie is just okay; there isn't anything stupendous happening, no awesome visuals, or amazing plots, so unless you love these characters already this film is just passable.",negative
Steven C,4.5,great to experience this again over 20 years since i saw the premiere. wish they were playing all of them!,positive
No Name,4.5,"filme muito foda, o roteiro é foda, os personagens são excelentes, as cenas são muito boas ,as cenas das aulas de magia também são muito boas, gostei de como foi construido o vilão, que era o professor medroso que virou um professor terminado a matar harry potter, que tinha na parte de trás da cabeça o voldemort, e gostei do harry potter ter matado o professor com a pedra filosofal. eu recomendo muito esse filme vale a pena assistir, o primeiro de 11 filmes de uma das melhores franquias do cinema.",positive
No Name,5.0,"the start of the great harry potter movie series, which is also a great movie in itself.",positive
No Name,4.0,my rating for the film is a 8.0/10,positive
No Name,5.0,a spectacular start for little harry potter and a great introduction to his big villain.,positive
No Name,3.5,this movie was pretty good,positive
No Name,2.0,"a lot of it doesn't make sense if you didn't read the book. for example, the very first scene when dumbledore uses the put-outer -- i don't think a random person would get what the pun is supposed to be. i kept wondering how you could tweak the movie to make it stand on its own, but it would take a lot.",negative
No Name,5.0,"the first thing they do when you visit hogwarts school of witchcraft and wizardry, they take you on a special journey unlike any other. harry potter and the sorcerer's stone is an absolute gem and a remarkable treasure.",positive
No Name,5.0,a magnificent first to the harry potter series. the book wasn't separated from the movie and kept unsuspecting viewers on the edge of their seat. make your way to platform nine and three-quarters to board the hogwarts express!,positive
No Name,2.5,"i guess it conveys it's world fairly well, but i didn't find it to outweigh all the cheesy reaction shots and unfunny humor.",negative
No Name,5.0,a fantastic beginning,positive
No Name,3.5,harry potter takes to long to get to hogwarts and the effects take to long but otherwise it's a good movie. the world building is amazing. i think the first one isn't the greatist,positive
No Name,4.0,"harry potter and the sorcerer's stone is one of the few movies i can describe as genuinely magically, and is a wholesomely exciting way to start off the harry potter film franchise.",positive
No Name,4.0,great start to the series,positive
No Name,2.5,"now, i'm not a die-hard harry potter fan, but i have read the whole series 3 times, so i feel my opinion of how the book was interpreted in this movie has some merit. and it was okay. a couple scenes were taken out (like the midnight duel) or added, and a few characters were tweaked (like hermione), but it was decently loyal to the original. and yet as much as i love the book, i just thought the movie was mediocre. not that good, not that bad. i personally wouldn't recommend watching it, but if you do, it's not a bad movie or anything.",positive
Parrfive,5.0,still by far my favorite movie of all time.,positive
No Name,5.0,this has to be the closest version to a book that anyone has ever got to. i highly recommend it.,positive
Joseph M,5.0,it was great to watch harry potter in theaters for the first time,positive
Terrence,5.0,awesome. no violence but more entertaining by far,positive
No Name,4.5,a classic story. the sorcerer's stone is a perfect adaption from the famous books by jk rowling that become one of the greatest storytelling movies.,positive
No Name,4.5,i love harry potter movies so movies,positive
No Name,5.0,"lembro assistir pela primeira vez no cinema e tive que rever novamente, e a mágica é a mesma ótima história na qual tudo acontecia com a curiosidade dos 3 jovens harry, hermione e rony eles se aventuram numa escola cheia de segredos, que no fim todos conseguem resolver os desafios que hogwarts propõe nas entrelinhas, além de uma criatividade invejável de muito filme de fantasia por aí.",positive
No Name,3.5,good but slow asf at times,positive
No Name,4.0,"harry potter and the sorcerer's stone was the introduction to the wizarding world as we know it and it does that really, really well. while not being the strongest in terms of plot or emotions, the world building might be the best of harry potter films and it makes you want to continue on with the franchise.",positive
No Name,5.0,the best movie in all time,positive
No Name,3.5,"although this movie fails to live up to the source material, it succeeds in creating a movie full of heart, and passion. this movie may have it's flaws, but there's something about the vibe of this movie that makes it magical (pun intended). the performances from daniel radcliffe, rupert grint, and emma watson are great and fit the movie perfectly. their chemistry really makes them feel like actual people. not to mention snape's actor, brilliant! the plot is good, but it's ripped straight from the book, so that's really a given.  there are certain gripes i have with the movie, though. the cgi in certain segments feel really dated, and sequences in the film can be corny. however, this is to be expected from an early 2000s movie based off a ya novel.  it's also very faithful to the original (as implied above), which is a plus, but ends up feeling unpolished, due to the fact that it has to leave out lots of things from the book.  what the movie lacks in technical skill, it makes up for in warmth. which, really, is all fans were asking for.",positive
No Name,2.5,"the special effects are terrible, the acting for the most part is lacking, and the movie seems to have a lot of plot holes. i didn't watch this as a child, so my critique is as a 30something. a young person may be able to overlook these things and enjoy it. i, however, thought it was overall very goofy and clearly made for kids. robbie coltrane, maggie smith, and especially alan rickman save this movie from being overly silly with their acting and characters.",negative
No Name,5.0,this movie is not boring it is enjoyable and this movie has amazing acting and the story is very good this movie is the best movie i saw in my life,positive
No Name,4.0,"when it comes to setting up a deep and rich fantasy world while still packing in enough structure to create a good standalone film, harry potter and the sorcerer's stone is one of the greats! although there are times when the pacing can be a bit too slow and the cgi a bit too dated, those minor complaints are nothing compared to the grand scheme of the film. because, whether it's the charming acting of every single cast member (young or old), the beautiful and iconic score, or the extraordinarily imaginative writing, set designs, and costumes that truly make the entire wizarding world feel real and alive, it is one of the best starts to a film franchise in cinema history!  up there with the likes and quality of classics like a new hope and fellowship of the ring, in my opinion!",positive
No Name,4.0,"it has a great plot-twist when the real villain is revealed, but the script has some holes and some parts of the movie are very boring",negative
No Name,5.0,great adaptation! perfectly done.,positive
No Name,5.0,"yer a wizard, harry!",positive
No Name,4.5,"so i'm late to the show i just recently read the book and then re-watch the movie. there are some things missing in the movie that was in the book, but most book to movies are. but still what a fantastic movie, watching it right after reading the book really brings it alive.",positive
No Name,5.0,i loved it! very good movie,positive
No Name,5.0,"i thought this was a very solid movie. i really don't have any complaints, no gripes or anything at all bad to say about this film. i'm obviously late seeing this movie so i'll keep it brief. i liked this film and if you are late to the party like me i'd say go for it and see this movie. it's a great time.",positive
No Name,3.5,a solid intro to the character and the world of harry potter makes this a fun and enjoyable watch.,positive
No Name,4.5,the way director chris columbus told us about this movie is very magical and visually beautiful,positive
No Name,4.0,"filled with visual splendor, valiant heroes, spectacular special effects, and irresistable characters.  it's fair to say that it's magical.  the settings manage to be imaginative and yet at the same time believable and lived in that you'll think you could find them yourself, if you could just get to platform 9 3/4.  the adult actors are perfect.  richard harris turns in a great performance as dumbledore, maggie smith brings the right tone of dry asperity to professor mcgonagall, and robbie coltrane is a half giant with a heart to match as hagrid.  alan rickman provides shivers as snape and the brief glimpse of julie walters will make. you glad you'll be seeing more of her in the future.   the kids are all fine, though mostly just called upon to look astonished or resolute.    every family should see this film.",positive
No Name,3.5,watched it for the first time. was not my favourite but did enjoy it. had enough to make me want to watch the rest.,positive
No Name,4.0,"[⭐️83%]  chris columbus brings j.k. rowling's wizarding world to life and in doing so crafted many people's childhood. nostalgia certainly plays into making this a better film as it covers so much detail to conjure up such a hugely ambitious world, however certain elements haven't aged too well, mainly the cgi which is somewhat understandable given the year it was made. harry potter and the philosopher's stone (2001) does a great job of easing the viewer into this world, setting the foundations for the franchise to build off of, however in doing so it does skip over a few bits which would be tightened up in the later films when it adapts a more serious tone, however there is no denying the amount of fun this film produces as well as the importance for the franchise it built.  the trio of daniel radcliffe, rupert grint and emma watson are so enjoyable to watch and lead the story, it is so impressive how strong of leads they are given their age, obviously with child actors there are a few nitpick inconsistencies but nothing too bothering.  harry potter and the philosopher's stone (2001) birthed a mega-franchise which created many childhoods as well as opening up peoples mind to more creative fantasies thanks to the sheer amount of detail executed in this movie.",positive
No Name,4.5,"magical. i was like 13 years old throwback 'n a 1st year high school student dropping by ""harry potter and the sorcerer's stone"" as a worldwide blockbuster film. i was a freshman in usc-ghs who's just borrowing j.k. rowling's novel going out a classmate 'coz grabbing my own down a bookshop is heavy within pockets. i wasn't ending up watching film on mall cinemas 'coz ain't rich so just watched harry potter films with a pirated dvd which my mother got downtown knowing myself asked her doing so.  okay, why am i blabbing going out pointless babbles.  harry potter.  i'm like thinking you ain't getting by planet earth if y'all ending up clueless going out harry potter. everything is starting off with ""harry potter and the sorcerer's stone"" which is brilliant enough throwing out an image twist talking witches 'n wizards not to mention muggles who are non-magic folks.  everyone was so gaga with harry potter throwback my teenage years. i know why. why? i'm thinking what if while checking out its novels 'n movies somehow folks is grabbing shots with an escape going out ones miserable paths picking drifting in a magical fantasy like what harry potter is throwing.  sometimes all potterheads are told not ending up falling much with a harry potter fever. i'm like potterheads even know everything harry potter than knowing an answer going out ""what is gravity?"" which is funny if y'all may ask me.  i'm not a potterhead.  i wish myself was way my teenage years throwback.  hey, i'm thinking now isn't much late going out starting getting by feeling young at heart.  adz 💝",positive
No Name,3.0,"sin duda esta película, llegó para revolucionar el cine con una de las sagas más exitosas de todos los tiempos. aunque no sea una gran película, esta película logra ser entrañable en pocos minutos, con personajes muy originales y muy bien construidos, en pocos minutos te enamoras del mundo de harry potter. me parece que los efectos especiales de esta película envejecieron muy mal. muchos quedando al día de hoy en pañales, aunque los efectos prácticos de esta película siguen estando igual de frescos e impactantes. otra cosa que no me encantó de la película fue que en muchos momentos la trama se siente estirada, creo que la película tiene muchas escenas que no aportan mucho a la película y eso la hace tediosa en algunos momentos. esta película es genial para ver en familia, ya que logra ser una película que te saca un sonrisa, pero lo mas importante es que se siente pura, una gran película que nunca te cansas de ver.",positive
No Name,4.5,"when i was first introduced to this magical world, i was just like harry, just amazed by everything. the movie, put it simply is just magical.",positive
No Name,5.0,"awesome adaption of the book. except for the fact that a lot of scenes from the book didn't make it into the film, there's nothing else i don't like about this movie. the acting is great, and the plot is extremely entertaining. must see!",positive
navbrat73,5.0,1st time here. just frustrated about how warm it was in the theatre and the amount of under 3 yr old. they were so noisy.,negative
No Name,5.0,it's literally just the beginning of an awesome trilogy. 5/5,positive
No Name,5.0,i've seen this movie so many times and each time my heart is warmed by the magical mystique of discovering this amazing world again,positive
No Name,3.5,started watching all of them in november of 2021 after brian read all the books from august thru september.,positive
No Name,4.5,87%. happiest of the harry potter movies which makes it so enjoyable. get all the background into hogwarts and get to see all of the seasons. fun watch,positive
No Name,2.0,"i liked this movie, but it had some serious flaws. it is by far the worst of the harry potter movies. the movie hardcore focuses on worldbuilding for the next movies. the main plot of the movie does not get introduced until well into the movie, and even then the main plot doesn't get much screen time at all. it's interesting to see the characters behave in the situations they are put in, but not as interesting as if these situations actually had some relevance to the plot. i feel like if this movie was released in modern times, it would not have had any sequels, much like many other movies that focused too much on setting up a sequel and forgot to be a good movie itself. all that having been said (or typed?), i would still say this was an okay movie - it was very charming and it's an even better watch when you know what the future holds.",positive
No Name,4.0,"harry potter and the sorcerer’s/philosopher’s stone was off to a pretty good start, but there were some deleted scenes that should’ve been made into the final cut.",negative
No Name,4.5,"cool! i'm so sorry because in 21 years of my life, i've only seen a movie as cool as this. harry potter, in my first impression, i was amazed and curious about how the next series of this film will be. watching this film evokes a feeling of dark academia that was buried in the past. even though this film was produced in 2001, but the quality is quite good and even not inferior to films produced now.",positive
No Name,3.0,"just a fine movie, nothing special at this point",neutral
No Name,3.0,alright….. so this is how it will be.,neutral
No Name,4.5,elite movie. the whole hp series should be watched by everyone,positive
No Name,4.5,"this movie is just great. this wonderful intro to the world of harry potter is a classic. i feel like out of the eight films, this one has the greatest soundtrack. i think this movie does a great job at bringing harry potter onto the big screen.",positive
No Name,3.5,"harry potter and the philosopher's stone (fuck you america!) is a good adaptation of the book. due to the first harry potter book being quite thin, they were able to cover the vast majority of it in this flick. it's flawed, obviously, and at this stage the acting from the children is for the most part mediocre (there are exceptions; tom felton is already very good as draco malfoy), but still, it's a good movie.",positive
No Name,4.0,"the first entry in harry potter is smart, entertaining, with a diverse cast.",positive
No Name,0.5,"this movie is not good. so in order to cleanse the bad taste that left by this movie i will share a delicious katmer recipe.un, sıcak su ve tuzu derin bir kapta karıştırın.kulak memesi yumuşaklığında bir hamur elde edene kadar yoğurun. hamuru 8 parçaya ayırıp parçaların her birini güzelce yuvarlayın. tezgahı ya da başka bir düz zemini bolca unlayarak hamurları tek tek açın. tereyağını eritip hamurların üstlerine gezdirin. hamurları dıştan içe doğru sararak rulolar yapın. ruloları kendi etraflarında spiral olarak sarıp 10 dakika kadar dinlendirin. dinlenen hamurları yeniden tabak büyüklüğünde açın. tereyağını eritip içine suyu ve tuzu ekleyin. yeniden donmaması için kısık ateşte bekletin. hamurların her iki tarafını da yapışmaz tavada iyice pişirdikten sonra üzerine yağlı sudan sürün. katmerleriniz hazır. soğumadan servis yapın.",negative
No Name,4.5,88/100 this is a classic,positive
No Name,4.5,"excellent storytelling, true to the spirit of the book. harris is dumbledore.",positive
No Name,4.5,"harry potter and the sorcerer's stone is the first film of this universe that the truth started in a very good way, although it is not 100% faithful to the book but is still more faithful than the other films, the evolution of harry as a character is very well built but i saw it as a magical version of cinderella, from the minute we see harry you automatically fall in love with him and it is what a movie has to do automatically with its main character that audiences connect with the main characters, with another character we became fond of was hadrid, a character who acted as a father to harry, went to rescue him when he was attacked by voldemort and when he needed someone's help, the truth was he was a very good character in the plot, ron is a character that you connect with him comes from a family with not many luxuries and that makes you love the character since he has goodness in his heart and when he meets harry we can see the great connection in his love istad, hermione is a character that maybe you could see known in real life the girl in a great charisma, intelligent, kind, everything that maybe you could have come across in real life, but what we all wanted from this movie it was to see hogwarts the great school of magic and wizardry the achievement they made so that people will fall in love with this school is a great achievement everything we wanted to see in this school we saw the classes and everything a student wants to live in it is here, the cgi is very well achieved or well it has not aged in a very good way but it is well achieved, the soundtrack is good and when you listen to it it makes you quickly remember harry potter, although in this movie we do not see voldemort or well ""he who should not be named"" is a character that although we do not see him 100%, the magnitude of this villain and his intentions are still felt, in conclusion harry potter is a great franchise that started in a very good way",positive
No Name,4.0,"harry potter and the philosopher's stone to this day, is still as visually please and appealing as it was when it first released. everything still is extremely solid, from the acting, to the story, to john williams amazing score. for the most part, the visual effects are solid as well, apart from one or two scenes where they do look as if they are fresh from a ps3 game. the villian is particularly weak, taking a lot of the suspicion from the source material away, instead focusing on building the wizarding world and wowing the audience.",positive
No Name,5.0,"alguém conhece a música, ""legends never die""? bem não importa, o título dessa música já diz tudo o que eu quero falar",positive
No Name,4.0,it's a children's film unlike the later darker books and movies and i think you should embrace the magic and mystery of the first film even if it is not satisfying more mature viewers,positive
No Name,4.5,this movie is a great beginning to a franchise. it has all the right feelings and vibes. the young cast were a bit struggeling with the role but what can you expect with three 11 years olds. i think the director did an amazing job adapting this book to the screen. the design that is hogwarts is beautiful.  and the supporting cast is simply phenomenal. alan rickman as snape might be the best casting i've ever seen. he plays the part perfect.  this movie is certainly worth the watch!!,positive
No Name,4.5,"what a great way to get me into the harry potter series! i mostly just watched this movie because it had composer, john williams (the guy who composes the music for star wars), but the movie itself was great too! this movie even got me into reading the book series, which was also fun to read. if you're not one to say that you're a star wars fan at all (that's how i personally feel), this is an even better franchise to get into! my overall opinion: 9/10.",positive
No Name,3.5,this film literally has some magic. great world building and one of the most recognized lead in film franchised in the last decade.,positive
No Name,5.0,"harry potter and the philosopher’s/ sorcerer’s stone is the first and honestly one of the best of the harry potter series. as a major fan of the books i think that this film is a phenomenal adaption. also out of the all of the harry potter books this movie probably follows the book the best. this film has such an enjoyable, magical feeling to it that makes it practically irresistible to watch. granted there are some problems to it like the fact the some of the child actors aren’t perfect, some of the effects look dated, and the movie does have a very child friendly feel to it especially when compared to some of the other darker installments in the series. however despite these things i still love this movie and i wouldn’t change that in any way.",positive
No Name,4.5,the film which started all. a beautiful film for the family <3.,positive
No Name,3.5,"a well-made film that is also quite a bit of fun.  the main critiques against it are more some of the inherent things in the storyline that i'm sure had little to do with the filmmakers and more with j.k. rowling.  for example, (i'll explain this as vaguely and spoiler-free as i can while still trying to make my point) throughout the film, the kids at hogwarts are given strict rules to follow, lest they get expelled for breaking them.  well, several rules get broken and there are no consequences--in some instances it is even met with reward.  fairness is replaced with favoritism.",negative
No Name,4.0,"an excellent first installment to the harry potter saga. it was fun, sweet, and even funny at times. the film did a great job in terms of getting us introduced to this wizarding world. although it is not a perfect movie and still has its flaws, it is still an easy recommendation.",positive
No Name,5.0,"a classic. although many sequels are better, this film is still amazing and holds water this many years later. if you haven't seen these films yet, this is where to start",positive
No Name,4.0,a-  it's a huge part of my nostalgia,positive
No Name,2.5,"it's a classic to many people, and it does have its charm. i enjoyed it when i watched it many years ago, however upon rewatch, it doesn't hold the same nostalgia it used to. it's alright, but i wouldn't watch it without the intention of watching the rest of the series.",negative
No Name,3.5,"wingardium leviosa!  since the whole harry potter movie series got added to hbo max for a limited time, i'm going to watch all of them, and this is the first one.   this was an enjoyable introduction into the magical universe. the script used the long run-time well and showed many creative ideas that had me smiling and amazed. the cgi was a bit not smooth at times, but it was still good considering the technology at the time.   the main trio was also introduced, and their dynamic was also entertaining. i especially liked emma watson's character the most. she was clever, talkative, and quirky. and because of her confidence she didn't get too many friends, which was sad, but she's in the trio now.   since i enjoyed the magical world a lot, i honestly didn't care much about the main story of this movie. even though there's a twist that was unexpected, i still didn't feel much about it. this movie's primary objective was clearly to introduce harry potter and the world he just stepped into, so the main story wasn't focused on as much.   overall, an entertaining and fun movie. go gryffindor! 7.5/10",positive
No Name,4.5,"wow. just wow. this movie absolutely blew me away. i didn't have too many expectations for this movie, but when i watched it, i just was captivated at how accurate it was to the book, yet felt like its own thing at the same time. an absolute must see.",positive
No Name,4.0,"with a considerable length of time, the film manages to develop many characters very well, as well as being fun.",positive
No Name,5.0,simply enchantingly wonderful.,positive
No Name,2.0,this movie is the worst film of the seven harry potters. there is not a lot of action in the film except in the last 30 minutes because they find the sorcerer's stone.,negative
No Name,3.5,"delightful tale of magic and childhood. surprisingly as quality as you remember, and the director created a look and feel that held consistent for a near decade long before the marvel cinematic universe was able to, even if it isn't quite as ambitious",positive
No Name,3.5,"i think its a lovely movie, though its the one most intended for kids from all of the hp movies. still is quite enjoyable, at least if you are into hp, as it brings so many memories. emma watson's perfomance is absolutely bonkers, even more so if you consider that back then she didn't have any experience other than school plays",positive
No Name,3.5,"separated by 20 years from first seeing this in the cinema, and by more years from over-familiarity with the book, this is much more fun than i remember it being at the time. it has all the joy, magic and wonder it needs, and the plot no longer feels like it's on rails in a slavish fidelity to the book. it doesn't need to be this long, but it works well ... not least due to the near-faultless casting which, as well as ensuring the film meets its mark sets the whole series up for success.",positive
No Name,4.0,"i love harry potter since i was a little child, and this movie started it all. not the best in the saga, but an amazing introduction to the wizarding world.",positive
No Name,5.0,"this movie is super nostalgic. so good, and the visual effects are amazing",positive
No Name,3.5,"full of childlike wonder, a solid introduction into the world of harry potter.",positive
No Name,5.0,"i think i may sound like a stooge if i say this, but it is now that i have finally watched this movie. throughout my life - school days, college, internet; i often used to see people going non-stop about harry potter (i think they are called potterheads). harry potter this, harry potter that. so finally yesterday i decided to give it a try and oh my god, it's amazing! why didn't i see it back when i had the chance to? it is kinda unbelieveable that such a nicely detailed cgi movie was released in 2001. i know the vfx had grown a lot better since lord of the rings trilogy was also made at the same time, but still i was not prepared for it. i was expecting it to be just some regular cgi that didn't age too well. trust me, if you haven't watched the movie till now, it hasn't aged at all. it can very much still be the selling point of the movie. i had watched some parts of the movie, like the beginning where harry's cousin was brought back home after he fell in the snake's cage and the quidditch scene, but i didn't have any powerful memory of any other scene from the movie. in the scene where voldemort says to the professor, ""kill him!"" somehow i used to remember that scene to be the teacher first saying ""what should i do?"" to which voldemort replies that. and i'm glad i didn't have any previous memory of this movie, because that way i was able to experience everything for the first time. this movie has the 2001 movie's vibe to it, where the story is very straightforward and the childish background music makes it seem very easy to understand. i haven't seen any other movie of the franchise, as i'm going to watch the next part after writing this review. but i hope it stays that way, since it's very easy to understand and thus i can watch the movie on my phone while doing my work on my laptop.",positive
No Name,4.0,the first movie of one of the most known sagas of all time. fun and enjoyable respecting is source material.,positive
No Name,5.0,"i really enjoyed the film, i suggest it.",positive
No Name,5.0,"harry potter and the sorcerer's stone, it is a movie the first film series adaptation of the first of j.k. rowling's popular children's novels about harry potter, a boy who learns on his eleventh birthday that he is the orphaned son of two powerful wizards and possesses unique magical powers of his own. he is summoned from his life as an unwanted child to become a student at hogwarts, an english boarding school for wizards. there, he meets several friends who become his closest allies and help him discover the truth about his parents' mysterious deaths.  this movie i watched it for the first time as a kid. for me, this movie is a very simple film, with a plot that can be found in most of the movies on the market. but with the fact that it was one of the first movies in that era that was a story about the magic world it made me, both childhood and now, that even though i was able to guess the events of the story, the movie was able to find a point where we were very excited, entertained, and passionate about this magical adventure. this magical world it is an amazing movie for me. it helps create my imagination. i love this movie so much in my view, the film is perfectly flawless, telling the story of the growth of the characters. made me feel growing up with them. i am delighted that people have been able to create such a creative and fun novel.",positive
No Name,5.0,"classic, love watching it",positive
No Name,4.5,"il primo atto di una delle saghe più famose del cinema è un'inno alla meraviglia; dopo i primi minuti di presentazione dei personaggi e di introduzione alla storia, ci si getta in un mondo meraviglioso, costruito con grande eleganza, in cui per 2 ore si scoprono tutti gli aspetti fantastici del castello e dei suoi dintorni. dai quadri in movimento agli animali fantastici, dai fantasmi quidditch; tutto viene scoperto e getta le basi per entrare nel dettaglio dell'incredibile storia dei capitoli successivi. peccato forse per qualche personaggio leggermente troppo piatto (anche a causa della giovane età dei personaggi) e di un finale non all'altezza del resto del film.",positive
No Name,5.0,hint: snape kills dumbledore,negative
No Name,5.0,"the negative reviews i read about this movie come off like they were desperately seeking a way to be a contrarian in the face of an overwhelmingly satisfying viewing experience. there has scarcely been a better movie whose purpose was worldbuilding - other movies would have hedged their bets about whether there would be a sequel or not, whereas there was almost zero chance this one wouldn't. the did such a tremendous job that the actual plot points for foiling voldemort were handled at an absolute sprint - they spent perhaps 90 seconds dealing with the devil's snare, for example. it wouldn't have been reasonable to ask for a longer movie than this as it was already clocking in at 2.5 hours, and thus the job they did juggling tons of exposition with an exciting plot was beyond reproach. the child actors did a wonderful job and it seems like sheer luck that they grew up to be attractive, talented young adults as the series progressed. hedwig's theme from williams's score is my favorite piece of film music of all time and it wasn't even remotely overbearing at any point. endlessly rewatchable. kudos!",negative
No Name,4.0,"this film was good, i think they did a great job in introducing the magical world to cinema and i think the cast is perfect. throughout the film i felt a lot of intrigue to continue knowing what was happening and i believe that the director was right in that, since he keeps the public very close to the screen. it should be noted that the script of this film is great as well as the visual effects, which for the time are quite good.",positive
No Name,5.0,ossum film it's just a masterpiece one of the best movies in harry potter series i love it. witchcraft films are best,positive
No Name,4.5,"this franchise will entertain me for the rest of my life, it doesn't get boring nor childish. i love this film, it's a very captivating story and a gift from the brits. my favourite part about this film in particular is to see hermione's brilliance from year one, and how little the actors were - we've grown up together.",positive
No Name,5.0,"great,they released the full potential of the story line.brilliant start for the movies.also very good to meet the characters and understand how things work at hogwarts.",positive
No Name,5.0,the best usa script ever!!!!!!!!!!!!!!!!!!!!,positive
No Name,4.0,great start to a great franchise.,positive
No Name,5.0,absolutely love this movie. very entertaining.,positive
No Name,4.5,"i am not too huge into harry potter, but this is a fun and action-packed film.",positive
No Name,5.0,oh my gosh! i always read the books first because of the great detail but this portrays everything important. i love the harry potter series and i love that this movie makes the first visits to the magical world so spectactular. this is seriously such a good movie and it deserves more awards. the book was amazing as well and the movie really brought it into reality. i applaud everyone who worked on set.,positive
No Name,3.0,i'm not a massive fan of these franchise like most people but i still enjoy the movies. this is one of my least favs because the kids are so young and they're not that good at acting.,negative
No Name,4.0,"why didn't harold trainspotter use time travel and kill voldemort?  or why didn't quirel  just shoot harry anus with a ak-47, why didn't everybody use a glock?",negative
No Name,5.0,"muito top! quem ainda não assistiu não sabe o que tá perdendo haha, amo esse mundo mágico",positive
No Name,1.5,meh. it wasn't that good. i even found the first book kind of boring. so the movie can only be worse.,negative
No Name,4.0,pretty good initiative for fantasy movies,positive
No Name,4.0,"this movie was amazing. the actors were impressive, considering they were kids themselves. i liked how they didn't use older kids to fill the roles. the plot was lackluster and there was almost no character development, but the portrayal of the harry potter world (especially hogwarts!!) was fantastic.",positive
No Name,4.0,"great! lost a star bc it's not ""philosopher's stone""",negative
No Name,5.0,the movie that starts up the franchise!!! the magic begins!!!!!!,positive
No Name,4.5,"i wish rotten tomatoes was out for 10 instead of 5, because if i were to rank this out of 10 it would be a 8.5 but since it's out of 5 i'm giving it a 4.5. this is very very well done other than some minor details the only thing i had an issue with was the fact the movie is letting the twist at the end be known throughout the film if the viewer is actually paying attention.",negative
No Name,5.0,the first one is usually is the best! and they did a good job with the cast.,positive
